,tweet_id,text,allan,michael,shameek,tevin,Number of labelers,mode,mode occurrences,label-am,label-as,label-at,label-ms,label-mt,label-st,label-ams,label-amt,label-ast,label-mst,label-all,label-scale,label-mtscale
2007,1515107053693456384,"Tory MP Brexiter Steve Baker shares paper denying climate crisis. He has also called for the EU to be ""wholly torn down"". Climate science denial and wanting the EU torn down are both stances which favour Putin. Who does Steve Baker work for! ",,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
2008,1453133511272112132,global warming really said fuck this census region in specific,,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
2009,1458548567820300290,We all need to get more activated and demand a climate policy and an industry/ manufacturing policy that complement each other and are fit for purpose in terms of emissions reductions targets.,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2010,1446155961463283721,RT Hurricane Ida is showing the untenability of offshore oil and gas amid the climate crisis. #ad,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2011,1483151976099627009,Can anyone name a single substantive policy proposal put forward by the Republicans this year. A new health care plan? Climate? Deficit Reduction? Job growth? Increased intelligence apparatus? R&D research? Covid relief? Anything? Anyone?,,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
2012,1468682141231767552,RT Sheffield 'needs 80% more cyclists and bus journeys' to fight climate crisis ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2013,1451316893990600705,RT The report finds that currently plastics are on track to contribute more climate change emissions than coal plants by 2030. And yet... where are they in the BBB or #COP26Glasgow discussions? Nowhere. ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2014,1504588766953893917,Former defence force chief Chris Barrie says defence personnel are not allowed to speak out on the national strategic threats posed by climate change without prior approval from Peter Dutton's office. - by ,,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
2015,1511378835819974676,Climate activists are sometimes depicted as dangerous radicals. But the truly dangerous radicals are the countries that are increasing the production of fossil fuels. Investing in new fossil fuels infrastructure is moral and economic madness. #IPCC ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2016,1500971807314264073,I don't care about gas prices. I care about alternatives to fossil fuels. Is that cool?,,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
2017,1471586448310554626,RT maybe now is the time to sell big climate change bill,,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
2018,1481288582153539586,"The answer is, clearly no. And blaming corporations or billionaires is a political stunt that even left-center moderates see right through. The true *stagflationary* drivers are decoupling, a shift in competitive dynamics for inputs, and global climate change address/transition.",,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
2019,1466094204854181903,"THEY want us to Trust the science BUT WHO IS FUNDING THE SCIENCE, IS A MUCH MORE IMPORTANT QUESTION THEY WANT US TO BELIEVE IN CLIMATE CHANGE BUT SAME PEOPLE TELL US THEIR ARE MORE THAN 2 GENDERS THEY WANT US TO TAKE THE VACCINE WITHOUT QUESTIONING WHO IS MAKING $$ OF IT",,,slightly disagree with climate change,,1,slightly disagree with climate change,1,,,,,,,,,,,,,
2020,1514730185597276496,"UN Sec'y General released the report saying the war is supercharging a crisis in food, energy & finance in poorer countries already struggling to deal with the pandemic, climate change & a lack of access to adequate funding for economic recovery. ",,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
2021,1511087382208159749,"The importance of our built environment cannot keep taking a backseat in climate action. - Unban housing in cities - Eliminate parking minimums - Restrict cars - Spend like mad on walking, biking, rolling, and transit - Ban suburban sprawl ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2022,1466094021252681743,"Haha! No, I'm going Hitchens Razor! ""That, that can be asserted without evidence, can be dismissed without evidence"". Have a nice day, climate science denier.",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2023,1460701378893029379,97% of humanity was completely unharmed by World War II and is now better off on every single metric. And yet for some reason they called it a crisis'  Pielke climate change logic,,,strongly disagree with climate change,,1,strongly disagree with climate change,1,,,,,,,,,,,,,
2024,1453491576362213378,RT 'Dangerous and delusional': Critics denounce Saudi climate plan || By Robert Kennedy ,,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
2025,1492487352224206850,"Exxon plans to boost spending on oil drilling 45% in 2022. They're not helping solve the climate crisis, they're making it worse. Don't believe anything different. #BigOilLies ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2026,1505953422100602892,This climate spiral lays bare the accelerating and dangerous pace at which we're heading towards climate destruction  It shows global temperature anomalies between the years 1880-2021. Even temporarily surpassing 1.5C of global warming could result in severe impacts. ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2027,1439014608698753024,"I mean, those that do are only supporting the extinction of the next generation while the previous generation is dying out from old age. Eventually we'll screw ourselves over.",,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
2028,1480588094348972034,Who is behind the climate change crisis & terrorism around the world? Aren't they the one who creates the problem & the solution providers? What an evil mind they possess!!! #NoMore order after chaos !!! ,,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
2029,1460744515782955016,I swear I could have a conversation with you about climate change and if you disagreed you'd call me racist lol. Deeply unserious and deeply vapid.,,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
2030,1473373602913394693,"And what are the odds that the proposed changes will have a measurable effect on climate ""change"". How will they measure it? What would be its success criteria?",,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
2031,1499065672202354690,"On renewable energy: ""We don't have the luxury of time. We only have until 2030 to reach our targets, para hindi maging irreversible ang damage ng climate crisis.""",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2032,1498423686428192770,"When a Coalition politician lies about their economic credentials, reflect on the death, destruction, and financial cost of global warming. Morrison and his cronies attacked and denigrated scientists. They put political advantage ahead of climate action ! ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2033,1470053023690985477,"RT Animal agriculture enforces a life of misery, pain and death on countless animals but also has a considerable negative effect on the environment, being one of the leading drivers of the climate crisis. Make a real difference - go vegan, get active, and dismantle speciesism ",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2034,1445826722033651712,"Fuck you , such bastards who are desperate now cause they now their extinction is near",,,slightly agree with climate change,,1,slightly agree with climate change,1,,,,,,,,,,,,,
2035,1450532179486851081,RT WATCH: Prince William highlights climate crisis with Earthshot environmental prize. ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2036,1502310515430895616,Or like before the climate change hysteria an old fashion storm .,,,slightly disagree with climate change,,1,slightly disagree with climate change,1,,,,,,,,,,,,,
2037,1478515243148103680,Of course they're there for other reasons but it's time to sell that booster shot to the kids so they'll fear monger that the kids are suffering I saw an article blaming climate change for fetuses having heart disease LOL c'mon we know it's the vax,,,slightly disagree with climate change,,1,slightly disagree with climate change,1,,,,,,,,,,,,,
2038,1508833187618775041,Great video  The climate crisis is a water crisis. The time for action is now. Yes and yes. ,,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2039,1518703227059032066," Climate change played a large role in Somalia's last famine, in 2011, when a quarter of a million people died in one of the worst manners imaginable. Alex de Waal is featured in the article by #Climatechange #somalia",,,strongly agree with climate change,,1,strongly agree with climate change,1,,,,,,,,,,,,,
2040,1463229454466093062,"' Just so we're clear here people, climate change does not cause myocarditis in innocent children.' ",,,neutral to climate change,,1,neutral to climate change,1,,,,,,,,,,,,,
